# ----------------------------------------
# Demographic details: Country
# Account: Medhavi Skills University Sikkim
# Property: Medhavi Skills University website
# ----------------------------------------
# 
# All Users
# Start date: 20260101
# End date: 20260924
Country,City,Active users,New users,Engaged sessions,Engagement rate,Engaged sessions per active user,Average engagement time per active user,Event count,Key events,User key event rate,Total revenue
Germany,72660,2,0,2,1,1,3,2,0,0,0
Germany,74679,1,1,1,1,1,12,6,0,0,0
Germany,78345,2,0,1,0.5,0.5,0,2,0,0,0
Germany,83358,1,0,1,1,1,58,5,0,0,0
Germany,84160,1,1,1,1,1,0,4,0,0,0
Germany,85617,2,1,2,1,1,0,9,0,0,0
Germany,86495,1,1,1,1,1,0,7,0,0,0
Germany,92361,1,0,1,1,1,0,1,0,0,0
Germany,93489,1,0,1,1,1,0,1,0,0,0
Germany,94145,1,1,1,1,1,0,3,0,0,0
Germany,Aachen,1,1,1,1,1,16,6,0,0,0
Germany,Altotting,3,3,3,1,1,0,28,0,0,0
Germany,Augsburg,1,1,1,0.5,1,0,7,0,0,0
Germany,Bad Homburg,1,1,1,1,1,19,6,0,0,0
Germany,Bad Neustadt an der Saale,1,1,1,1,1,5,6,0,0,0
Germany,Bad Wildbad,1,1,1,1,1,160,9,0,0,0
Germany,Baden-Baden,1,1,1,1,1,27,6,0,0,0
Germany,Bayreuth,6,6,6,1,1,28,36,0,0,0
Germany,Berg,1,1,1,1,1,0,5,0,0,0
Germany,Berlin,30,29,31,0.8857142857142857,1.0333333333333334,65.56666666666666,210,0,0,0
Germany,Bielefeld,1,1,1,1,1,17,6,0,0,0
Germany,Bingen,2,1,2,0.6666666666666666,1,45.5,16,0,0,0
Germany,Boblingen,1,1,1,1,1,228,20,0,0,0
Germany,Bocholt,2,2,2,1,1,0,8,0,0,0
Germany,Bochum,4,4,4,1,1,13.5,57,0,0,0
Germany,Bohlen,1,1,1,1,1,0,8,0,0,0
Germany,Bonn,1,1,1,1,1,30,6,0,0,0
Germany,Brackenheim,1,1,1,1,1,26,6,0,0,0
Germany,Braunschweig,3,3,3,1,1,29,27,0,0,0
Germany,Bremen,1,1,1,1,1,94,5,0,0,0
Germany,Butzbach,55,54,54,0.9818181818181818,0.9818181818181818,23.69090909090909,305,0,0,0
Germany,Cham,1,1,1,1,1,28,5,0,0,0
Germany,Cloppenburg,1,1,1,1,1,101,6,0,0,0
Germany,Cologne,6,5,5,0.8333333333333334,0.8333333333333334,40.833333333333336,31,0,0,0
Germany,Cottbus,1,1,1,1,1,120,6,0,0,0
Germany,Darmstadt,1,1,1,1,1,4,8,0,0,0
Germany,Deggendorf,1,1,1,1,1,60,8,0,0,0
Germany,Diepholz,2,2,2,1,1,13,16,0,0,0
Germany,Dortmund,5,1,5,1,1,138,15,0,0,0
Germany,Dresden,2,2,2,1,1,49.5,12,0,0,0
Germany,Dusseldorf,4,4,4,1,1,16.5,22,0,0,0
Germany,Eichendorf,1,1,2,1,2,16,9,0,0,0
Germany,Erding,1,1,1,1,1,3,6,0,0,0
Germany,Essen,4,4,4,1,1,57,21,0,0,0
Germany,Falkenstein,5,5,4,0.8,0.8,0.2,44,0,0,0
Germany,Frankfurt am Main,129,119,124,0.9185185185185185,0.9612403100775194,10.689922480620154,731,0,0,0
Germany,Frankfurt an der Oder,3,3,3,1,1,0,12,0,0,0
Germany,Gangelt,1,1,1,1,1,0,5,0,0,0
Germany,Gehrden,1,1,1,1,1,59,6,0,0,0
Germany,Geisenfeld,1,0,2,1,2,0,8,0,0,0
Germany,Gelsenkirchen,1,1,1,1,1,0,4,0,0,0
Germany,Gernsheim,1,1,1,1,1,30,6,0,0,0
Germany,Gross-Bieberau,1,1,1,1,1,9,5,0,0,0
Germany,Gummersbach,1,1,1,1,1,0,5,0,0,0
Germany,Halberstadt,1,1,1,1,1,70,6,0,0,0
Germany,Halle (Saale),1,1,1,0.5,1,4,10,0,0,0
Germany,Hamburg,10,10,11,1,1.1,23.7,72,0,0,0
Germany,Hanau,1,1,1,1,1,1,5,0,0,0
Germany,Heidelberg,1,1,1,1,1,0,5,0,0,0
Germany,Heilbronn,2,2,2,1,1,0,10,0,0,0
Germany,Hildesheim,1,1,1,1,1,20,6,0,0,0
Germany,Hof,1,1,1,1,1,22,7,0,0,0
Germany,Holdorf,4,4,4,1,1,0.25,35,0,0,0
Germany,Hoyerswerda,1,1,1,1,1,2,5,0,0,0
Germany,Iserlohn,1,0,1,1,1,25,1,0,0,0
Germany,Itzehoe,1,1,1,1,1,6,6,0,0,0
Germany,Kall,1,1,1,1,1,158,12,0,0,0
Germany,Karlsruhe,3,3,4,1,1.3333333333333333,127.66666666666667,35,0,0,0
Germany,Kassel,1,1,1,1,1,4,5,0,0,0
Germany,Kempten,1,1,1,1,1,0,5,0,0,0
Germany,Kiel,1,1,1,1,1,0,5,0,0,0
Germany,Koblenz,2,2,2,1,1,48,17,0,0,0
Germany,Kosching,1,1,1,1,1,11,5,0,0,0
Germany,Krefeld,3,3,3,1,1,2.3333333333333335,16,0,0,0
Germany,Landau,1,1,1,1,1,87,9,0,0,0
Germany,Landsberg am Lech,1,1,5,0.8333333333333334,5,99,25,0,0,0
Germany,Lauda-Konigshofen,1,1,1,1,1,21,5,0,0,0
Germany,Leipzig,4,2,4,0.8,1,266,48,0,0,0
Germany,Lichtenfels,1,1,1,1,1,45,6,0,0,0
Germany,Ludenscheid,1,1,1,1,1,41,5,0,0,0
Germany,Ludwigsburg,1,1,1,1,1,0,6,0,0,0
Germany,Magdeburg,1,1,1,1,1,85,12,0,0,0
Germany,Mainburg,1,1,1,1,1,0,5,0,0,0
Germany,Mainz,1,1,1,1,1,0,4,0,0,0
Germany,Mannheim,3,3,3,1,1,11.666666666666666,16,0,0,0
Germany,Meerbusch,1,1,1,1,1,24,6,0,0,0
Germany,Meissen,1,1,1,0.5,1,216,31,0,0,0
Germany,Merseburg,1,1,1,1,1,0,5,0,0,0
Germany,Mettmann,1,1,1,1,1,59,6,0,0,0
Germany,Moers,1,0,1,1,1,0,3,0,0,0
Germany,Montabaur,2,2,1,0.5,0.5,0,19,0,0,0
Germany,Muhlhausen,7,7,7,1,1,1,55,0,0,0
Germany,Munich,14,12,13,0.8666666666666667,0.9285714285714286,61.642857142857146,79,0,0,0
Germany,Neckarsulm,1,0,0,0,0,0,2,0,0,0
Germany,Nordhausen,1,1,1,1,1,8,5,0,0,0
Germany,Nuremberg,6,6,6,1,1,95.66666666666667,51,0,0,0
Germany,Oberhausen,1,1,1,1,1,0,5,0,0,0
Germany,Oberursel,5,5,5,1,1,33.2,34,0,0,0
Germany,Offenburg,1,0,1,1,1,1,1,0,0,0
Germany,Osnabruck,2,2,2,1,1,19,11,0,0,0
Germany,Osthofen,1,1,1,1,1,218,6,0,0,0
Germany,Panketal,1,1,1,1,1,0,4,0,0,0
Germany,Passau,1,1,1,1,1,8,6,0,0,0
Germany,Plauen,2,2,2,1,1,14.5,11,0,0,0
Germany,Poing,2,2,2,1,1,4,10,0,0,0
Germany,Rastede,1,1,1,1,1,4,6,0,0,0
Germany,Ratingen,1,0,1,1,1,0,1,0,0,0
Germany,Rheda-Wiedenbruck,2,2,2,1,1,52,17,0,0,0
Germany,Rheinbollen,1,1,1,1,1,0,4,0,0,0
Germany,Rheine,3,3,3,1,1,88.33333333333333,19,0,0,0
Germany,Salzgitter,1,1,2,1,2,47,15,0,0,0
Germany,Schorndorf,1,1,1,1,1,0,4,0,0,0
Germany,Schwerin,2,2,2,1,1,39.5,12,0,0,0
Germany,Sehnde,1,1,1,1,1,50,7,0,0,0
Germany,Siegen,2,1,2,1,1,0,6,0,0,0
Germany,Sinzig,1,1,1,1,1,0,5,0,0,0
Germany,Starnberg,1,1,1,1,1,0,5,0,0,0
Germany,Steyerberg,2,2,2,1,1,0,20,0,0,0
Germany,Stuttgart,7,6,8,1,1.1428571428571428,380.85714285714283,122,0,0,0
Germany,Tubingen,1,1,1,0.5,1,179,15,0,0,0
Germany,Vechta,1,1,1,1,1,0,5,0,0,0
Germany,Velbert,1,1,1,1,1,5,6,0,0,0
Germany,Waakirchen,1,1,1,1,1,1,6,0,0,0
Germany,Weingarten,1,1,1,1,1,246,6,0,0,0
Germany,Wentorf bei Hamburg,2,2,2,1,1,0,8,0,0,0
Germany,Westerheim,1,1,1,1,1,0,4,0,0,0
Germany,Witten,1,1,1,1,1,14,7,0,0,0
Germany,Wolfenbuttel,1,1,1,1,1,0,5,0,0,0
Germany,Worms,1,1,1,0.5,1,9,9,0,0,0
Germany,Wurzburg,1,1,1,1,1,34,11,0,0,0
Germany,Zingst,1,1,1,1,1,693,17,0,0,0
Germany,Zwenkau,1,1,1,1,1,6,5,0,0,0
Ghana,(not set),1,1,1,1,1,6,5,0,0,0
Ghana,Accra,58,55,65,0.8904109589041096,1.1206896551724137,97.89655172413794,503,0,0,0
Ghana,Cape Coast,2,2,2,0.6666666666666666,1,0,12,0,0,0
Ghana,Kumasi,18,18,19,0.8260869565217391,1.0555555555555556,74.33333333333333,115,0,0,0
Greece,Agios Dimitrios,1,1,1,1,1,0,4,0,0,0
Greece,Athens,5,5,5,1,1,28,31,0,0,0
Greece,Chalandri,1,1,1,1,1,40,5,0,0,0
Greece,Glyfada,1,1,1,1,1,68,6,0,0,0
Greece,Ilioupoli,1,1,1,1,1,0,3,0,0,0
Greece,Patras,1,0,1,1,1,9,2,0,0,0
Greece,Piraeus,1,1,1,1,1,0,5,0,0,0
Greece,Porto Rafti,1,0,1,1,1,35,1,0,0,0
Greece,Serres,1,1,0,0,0,0,3,0,0,0
Greece,Thessaloniki,3,3,5,1,1.6666666666666667,132.33333333333334,34,0,0,0
Greece,Xanthi,1,1,1,1,1,13,5,0,0,0
Greece,Zografou,1,0,1,1,1,0,1,0,0,0
Guatemala,(not set),3,1,3,1,1,0,5,0,0,0
Guatemala,Esquipulas,1,0,1,1,1,24,2,0,0,0
Guatemala,Guatemala City,9,2,9,1,1,6.555555555555555,24,0,0,0
Guatemala,Morales,1,0,1,1,1,33,2,0,0,0
Guernsey,(not set),1,1,1,1,1,1,5,0,0,0
Guinea-Bissau,Bissau,1,1,1,1,1,33,9,0,0,0
Guyana,Georgetown,3,2,3,1,1,27,18,0,0,0
Honduras,(not set),3,1,2,0.6666666666666666,0.6666666666666666,0,5,0,0,0
Honduras,Choloma,1,0,1,1,1,15,2,0,0,0
Honduras,La Ceiba,1,0,1,1,1,1,1,0,0,0
Honduras,La Libertad,1,1,1,1,1,0,3,0,0,0
Honduras,San Pedro Sula,2,1,2,1,1,0,4,0,0,0
Honduras,Santa Cruz de Yojoa,1,1,1,1,1,0,3,0,0,0
Honduras,Tegucigalpa,4,0,4,1,1,0,4,0,0,0
Hong Kong,(not set),62,62,62,0.9841269841269841,1,0.5967741935483871,312,0,0,0
Hong Kong,Hong Kong,252,241,241,0.9525691699604744,0.9563492063492064,7.7103174603174605,1234,0,0,0
Hungary,3891,1,1,1,1,1,11,6,0,0,0
Hungary,3974,1,1,1,1,1,1,5,0,0,0
Hungary,4566,1,1,1,1,1,0,3,0,0,0
Hungary,4971,1,1,1,1,1,0,3,0,0,0
Hungary,8666,1,1,1,1,1,0,3,0,0,0
Hungary,Bekescsaba,1,1,1,1,1,7,6,0,0,0
Hungary,Budapest,5,4,11,1,2.2,2,38,0,0,0
Hungary,Dunakeszi,1,1,1,1,1,53,5,0,0,0
Hungary,Ecs,1,0,1,1,1,46,2,0,0,0
Hungary,Pecs,1,1,1,1,1,26,6,0,0,0
Iceland,Reykjavik,1,0,1,1,1,0,3,0,0,0
India,,12,9,0,0,0,60.666666666666664,95,0,0,0
India,(not set),23804,20784,31457,0.9483569490503467,1.3215005881364477,100.55755335237775,317457,637,0.0036968576709796672,0
India,Aahva,1,1,1,1,1,0,5,0,0,0
India,Abohar,12,7,13,1,1.0833333333333333,23.75,99,0,0,0
India,Abu Road,17,13,18,0.9,1.0588235294117647,72.11764705882354,171,0,0,0
India,Achalpur,1,1,1,1,1,0,6,0,0,0
India,Adai,1,1,1,1,1,0,4,0,0,0
India,Addakurukki,1,1,2,1,2,812,15,0,0,0
India,Addanki,1,1,1,1,1,0,4,0,0,0
India,Adilabad,115,47,113,0.9416666666666667,0.9826086956521739,36.95652173913044,962,0,0,0
India,Adoni,8,6,11,0.9166666666666666,1.375,411.75,207,0,0,0
India,Adoor,337,128,339,0.9287671232876712,1.0059347181008902,53.21661721068249,2571,0,0,0
India,Adur,3,2,3,0.6,1,109.66666666666667,28,0,0,0
India,Agartala,4424,4255,4992,0.9832578294268268,1.1283905967450272,35.43399638336347,33075,37,0.0022603978300180833,0
India,Agasthiswaram,1,1,1,1,1,472,7,0,0,0
India,Agomoni Circle,1,1,1,1,1,0,4,0,0,0
India,Agra,3209,3023,3914,0.970252850768468,1.2196946089124339,67.81271424119663,36603,81,0.00373948270489249,0
India,Ahilyanagar,75,67,126,0.9545454545454546,1.68,127.94666666666667,1632,10,0.02666666666666667,0
India,Ahmadnagar,2,2,2,1,1,149,31,0,0,0
India,Ahmadpur,1,0,1,1,1,0,3,0,0,0
India,Ahmamau,4,2,5,1,1.25,216.25,34,0,0,0
India,Ahmedabad,4521,4277,5492,0.9611480574028701,1.214775492147755,72.9834107498341,54709,385,0.0024330900243309003,0
India,Aikaranad North,1,1,1,0.5,1,0,6,0,0,0
India,Ainavalli,1,0,0,0,0,0,2,0,0,0
India,Aizawl,429,388,500,0.9765625,1.1655011655011656,146.58275058275058,7236,4,0.004662004662004662,0
India,Ajmer,143,88,157,0.9515151515151515,1.097902097902098,65.58741258741259,1447,0,0,0
India,Ajnala,1,1,1,1,1,0,5,0,0,0
India,Akaltara,1,1,1,1,1,93,11,0,0,0
India,Akbarpur,10,9,12,1,1.2,82.7,100,0,0,0
India,Akividu,1,1,1,1,1,0,5,0,0,0
India,Akkalkot,7,6,6,0.8571428571428571,0.8571428571428571,36.57142857142857,82,0,0,0
India,Akola,187,110,188,0.94,1.0053475935828877,38.01604278074866,1533,0,0,0
India,Akot,6,6,6,1,1,14.166666666666666,44,0,0,0
India,Alamgir,1,1,1,1,1,28,6,0,0,0
India,Alamgirpur,2,0,4,1,2,12.5,25,0,0,0
India,Alanguam,1,1,1,1,1,56,5,0,0,0
India,Alangudi,1,1,1,1,1,0,6,0,0,0
India,Alappuzha,28,25,32,0.9142857142857143,1.1428571428571428,317.35714285714283,517,0,0,0
India,Alathur,1,1,1,1,1,18,8,0,0,0
India,Ali,1,1,1,1,1,0,5,0,0,0
India,Alibag,2,1,3,1,1.5,51.5,67,0,0,0
India,Aliganj,1,1,1,1,1,553,25,0,0,0
India,Aligarh,356,294,396,0.9682151589242054,1.1123595505617978,70.62078651685393,3729,0,0,0
India,Alipor,1,1,1,1,1,11,10,0,0,0
India,Alipur Duar,14,14,16,1,1.1428571428571428,24.071428571428573,136,0,0,0
India,Alipurduar,144,115,159,0.9578313253012049,1.1041666666666667,68.71527777777777,1559,2,0.006944444444444444,0
India,Allagadda,2,0,2,1,1,16.5,11,0,0,0
India,Almora,9,8,9,1,1,50.22222222222222,57,0,0,0
India,Alot,1,1,1,1,1,2,6,0,0,0
India,Aluva,16,10,19,0.95,1.1875,142.875,245,0,0,0
India,Alwar,121,83,131,0.9562043795620438,1.0826446280991735,71.74380165289256,1102,0,0,0
India,Amalapuram,4,4,4,1,1,39.25,27,0,0,0
India,Amalner,3,1,3,1,1,67.66666666666667,28,1,0.3333333333333333,0
India,Amaravati,11,9,11,1,1,63.36363636363637,129,0,0,0
India,Amarpur,5,3,5,1,1,85.2,27,0,0,0
India,Ambad,2,1,2,1,1,1,10,1,0.5,0
India,Ambala,334,218,372,0.9662337662337662,1.1137724550898203,55.622754491017965,3027,1,0.0029940119760479044,0
India,Ambala Cantt,258,142,294,0.9514563106796117,1.1395348837209303,95.39922480620154,3223,5,0.003875968992248062,0
India,Ambala Sadar,29,19,36,1,1.2413793103448276,109.03448275862068,440,0,0,0
India,Ambalapuzha,1,0,1,1,1,2,1,0,0,0
India,Ambasa,6,3,6,1,1,5,36,0,0,0
India,Ambejogai,12,10,13,1,1.0833333333333333,142.58333333333334,78,0,0,0
India,Ambernath,58,53,81,0.9529411764705882,1.396551724137931,63.91379310344828,857,0,0,0
India,Ambikapur,29,27,38,0.95,1.3103448275862069,83.24137931034483,372,0,0,0
India,Ambivli,3,3,3,1,1,29.333333333333332,26,0,0,0
India,Ambur,1,1,1,1,1,0,5,0,0,0
India,Amet,1,1,1,1,1,0,4,0,0,0
India,Amethi,3,3,3,1,1,33,19,0,0,0
India,Amravati,133,99,156,0.9811320754716981,1.1729323308270676,71.6015037593985,1416,0,0,0
India,Amreli,3,3,3,1,1,103,35,0,0,0
India,Amritsar,394,321,494,0.9555125725338491,1.2538071065989849,105.65482233502539,4425,8,0.005076142131979695,0
India,Amritsar 1,2,2,2,1,1,48,17,0,0,0
India,Amritsar 2,2,2,2,1,1,0,12,0,0,0
India,Amroha,16,14,19,0.95,1.1875,38,124,0,0,0
India,Anakapalle,3,2,3,1,1,60.666666666666664,22,0,0,0
India,Anakapalli,3,0,3,1,1,41,17,0,0,0
India,Anamalai,1,1,1,1,1,83,13,0,0,0
India,Anand,33,32,39,1,1.1818181818181819,47.63636363636363,255,0,0,0
India,Anandapur,2,1,2,1,1,57.5,27,0,0,0
India,Anandapuram,2,0,2,1,1,14.5,14,0,0,0
India,Anandpur Sahib,2,2,2,0.6666666666666666,1,34,13,0,0,0
India,Anantapur,297,176,324,0.9446064139941691,1.0909090909090908,92.5016835016835,3616,1,0.003367003367003367,0
India,Anaparthi,3,3,4,0.8,1.3333333333333333,1.3333333333333333,21,0,0,0
India,Andal,12,12,13,1,1.0833333333333333,176.25,102,0,0,0
India,Anekal,13,9,14,0.9333333333333333,1.0769230769230769,45,126,0,0,0
India,Angadipuram,9,7,11,0.9166666666666666,1.2222222222222223,3.7777777777777777,55,0,0,0
India,Angamaly,4,3,4,0.8,1,45.75,37,0,0,0
India,Angul,16,14,18,1,1.125,138.8125,187,0,0,0
India,Anjar,5,5,5,1,1,51.8,43,0,0,0
India,Anjuna,22,17,32,0.9411764705882353,1.4545454545454546,297.72727272727275,535,0,0,0
India,Ankleshwar,13,10,17,0.8947368421052632,1.3076923076923077,56.53846153846154,142,0,0,0
India,Ankola,1,1,1,1,1,117,8,0,0,0
India,Annamalai R.F.,1,1,1,1,1,221,9,0,0,0
India,Anora Kala,3,3,3,1,1,0,20,0,0,0
India,Anta,1,1,1,1,1,0,6,0,0,0
India,Anthiyur,4,3,4,0.8,1,40.75,28,0,0,0
India,Anugul,2,2,2,1,1,1.5,9,0,0,0
India,Anupgarh,2,1,2,1,1,30.5,10,0,0,0
India,Anuppur,3,3,3,1,1,19.666666666666668,15,0,0,0
India,Aonla,3,0,3,1,1,152.33333333333334,26,0,0,0
India,Aradi Socorro,5,3,9,1,1.8,81.8,115,0,0,0
India,Arakkonam,2,1,2,1,1,37.5,30,0,0,0
India,Arambag,28,21,30,0.967741935483871,1.0714285714285714,21.857142857142858,225,2,0.07142857142857142,0
India,Arambagh,5,4,5,1,1,71.6,36,0,0,0
India,Arang,1,1,1,1,1,0,9,0,0,0
India,Arani,3,2,3,1,1,45,33,0,0,0
India,Arantangi,1,1,1,1,1,132,15,0,0,0
India,Araria,27,20,26,0.896551724137931,0.9629629629629629,70.44444444444444,243,53,0.037037037037037035,0
India,Areraj,1,1,1,1,1,1,5,0,0,0
India,Arjunimorgaon,2,0,2,1,1,46,27,0,0,0
India,Arki,1,1,1,1,1,6,5,0,0,0
India,Armori,1,1,1,1,1,2,6,0,0,0
India,Armur,1,1,1,1,1,0,4,0,0,0
India,Arnod,0,0,0,0,0,0,2,0,0,0
India,Aron,3,0,3,1,1,4.333333333333333,23,0,0,0
India,Arrah,53,38,70,0.9722222222222222,1.320754716981132,114.26415094339623,737,0,0,0
India,Aruppukkottai,5,3,5,1,1,75.8,42,0,0,0
India,Arwal,1,1,1,1,1,0,4,0,0,0
India,Asandh,9,7,11,1,1.2222222222222223,59.333333333333336,185,0,0,0
India,Asangaon,1,1,1,1,1,17,6,0,0,0
India,Asansol,883,696,931,0.9738493723849372,1.0543601359003398,55.53227633069083,7472,6,0.0022650056625141564,0
India,Ashoknagar,7,3,8,1,1.1428571428571428,29.428571428571427,88,0,0,0
India,Ashoknagar Kalyangarh,52,46,50,0.9433962264150944,0.9615384615384616,69.42307692307692,388,0,0,0
India,Ashta,5,4,5,0.8333333333333334,1,236.2,150,0,0,0
India,Asnawar,4,4,4,1,1,95,49,0,0,0
India,Asoda Todran,5,3,8,0.8888888888888888,1.6,431.2,148,0,0,0
India,Assagao,10,3,9,0.9,0.9,20.9,52,0,0,0
India,Atal Nagar-Nava Raipur,13,10,20,0.9090909090909091,1.5384615384615385,93.38461538461539,149,0,0,0
India,Ateli,1,1,1,1,1,147,13,0,0,0
India,Atmakur,3,3,3,0.75,1,1.3333333333333333,17,0,0,0
India,Atpadi,1,0,1,1,1,0,3,0,0,0
India,Atrauli,2,2,2,1,1,53.5,18,0,0,0
India,Attingal,3,3,3,1,1,130.33333333333334,19,0,0,0
India,Attur,1,1,1,1,1,137,22,0,0,0
India,Auraiya,2,2,2,1,1,4,12,0,0,0
India,Aurangabad,29,18,31,0.9393939393939394,1.0689655172413792,73.79310344827586,311,0,0,0
India,Avadi,15,14,15,1,1,77.8,121,0,0,0
India,Avinashi,6,5,7,1,1.1666666666666667,27.666666666666668,51,0,0,0
India,Awal Khed,3,1,3,1,1,12.333333333333334,15,0,0,0
India,Ayodhya,6,5,6,1,1,42.166666666666664,44,0,0,0
India,Azamgarh,19,16,28,1,1.4736842105263157,104.73684210526316,296,0,0,0
India,Azhiyur,1,1,1,1,1,15,6,0,0,0
India,Baberu,1,1,1,1,1,0,5,0,0,0
India,Badachana,1,1,1,1,1,0,6,0,0,0
India,Baddi,81,68,90,0.9782608695652174,1.1111111111111112,79.1358024691358,861,0,0,0
India,Badhra,1,0,1,1,1,0,3,0,0,0
India,Badkulla,8,7,8,1,1,56.375,57,0,0,0
India,Badlapur,72,65,96,0.9795918367346939,1.3333333333333333,60.388888888888886,919,0,0,0
India,Badnapur,1,1,1,1,1,0,5,0,0,0
India,Badvel,1,0,1,1,1,0,4,0,0,0
India,Bagalkot,2,1,2,1,1,0,6,0,0,0
India,Bagalkote,27,16,30,0.967741935483871,1.1111111111111112,102.11111111111111,272,0,0,0
India,Bagasara,3,3,3,1,1,5,22,0,0,0
India,Bagaveli,1,0,1,1,1,0,4,0,0,0
India,Bagbar Circle,4,5,5,1,1.25,41,35,0,0,0
India,Bagdob,7,5,6,0.8571428571428571,0.8571428571428571,23.857142857142858,55,0,0,0
India,Bagdogra,78,52,87,0.9775280898876404,1.1153846153846154,57.6025641025641,733,0,0,0
India,Bageshwar,1,0,1,1,1,74,7,0,0,0
India,Bagha,3,2,3,1,1,606,91,0,0,0
India,Baghmara-Cum-Katras,1,1,1,1,1,21,9,0,0,0
India,Baghpat,3,3,3,1,1,6.666666666666667,19,0,0,0
India,Baglan,3,3,3,1,1,108.66666666666667,25,0,0,0
India,Bagli,1,1,1,1,1,0,5,0,0,0
India,Bagnan,34,28,36,1,1.0588235294117647,47.26470588235294,323,0,0,0
India,Bagodar,1,1,1,1,1,10,5,0,0,0
India,Bah,1,0,1,1,1,224,10,0,0,0
India,Bahadarpur,2,2,2,1,1,2,11,0,0,0
India,Bahadurgarh,114,93,133,0.95,1.1666666666666667,62.728070175438596,1142,0,0,0
India,Baharampur,18,17,16,0.8888888888888888,0.8888888888888888,34.333333333333336,120,0,0,0
India,Baheri,3,3,3,1,1,6.333333333333333,22,0,0,0
India,Bahraich,14,11,18,0.9,1.2857142857142858,193.71428571428572,349,0,0,0
India,Baidyabati,14,12,14,1,1,23.857142857142858,89,0,0,0
India,Baihata Chariali,5,6,5,1,1,0,29,0,0,0
India,Baikunthpur,2,2,2,1,1,39.5,17,0,0,0
India,Baingini,2,2,2,1,1,11,10,0,0,0
India,Bairia,2,2,2,1,1,195,21,0,0,0
India,Baisi,2,2,2,1,1,8,15,0,0,0
India,Bajali Circle,18,18,19,1,1.0555555555555556,12.166666666666666,128,0,0,0
India,Bakhri,1,1,1,1,1,99,13,0,0,0
India,Bakhtiarpur,1,1,1,1,1,0,4,0,0,0
India,Balachaur,3,2,3,1,1,4.666666666666667,15,0,0,0
India,Balaghat,16,12,15,0.9375,0.9375,11.1875,80,0,0,0
India,Balangir,59,39,63,0.9545454545454546,1.0677966101694916,47.42372881355932,522,1,0.01694915254237288,0
India,Balapur,1,1,1,1,1,7,9,0,0,0
India,Balasinor,5,3,5,0.8333333333333334,1,8.8,27,0,0,0
India,Balasore,387,170,417,0.9608294930875576,1.0775193798449612,71.82170542635659,3690,0,0,0
India,Balesar,1,1,1,0.5,1,106,10,0,0,0
India,Baleshwar,5,2,11,0.8461538461538461,2.2,426,138,0,0,0
India,Bali,1,1,1,1,1,0,4,0,0,0
India,Balia,3,3,5,1,1.6666666666666667,394,146,0,0,0
India,Baliapur,2,2,2,1,1,6.5,12,0,0,0
India,Balichauki,1,1,1,1,1,5,11,0,0,0
India,Balkonda,1,1,1,1,1,0,5,0,0,0
India,Ballari,37,19,37,1,1,32.189189189189186,356,0,0,0
India,Ballarpur,1,1,1,1,1,23,9,0,0,0
India,Ballia,13,11,13,0.9285714285714286,1,15,74,2,0.07692307692307693,0
India,Ballikurava,2,2,2,1,1,151,18,0,0,0
India,Balod,1,1,1,1,1,0,6,0,0,0
India,Baloda Bazar,4,2,4,1,1,71,24,0,0,0
India,Balotra,4,3,5,1,1.25,24.75,34,0,0,0
India,Balrampur,9,6,10,1,1.1111111111111112,50,66,0,0,0
India,Balurghat,88,67,93,0.9587628865979382,1.0568181818181819,86.5340909090909,735,23,0.011363636363636364,0
India,Banapur,1,0,2,1,2,126,9,0,0,0
India,Banda,35,26,44,0.9777777777777777,1.2571428571428571,45.94285714285714,467,0,0,0
India,Bandel,2,2,2,1,1,25,16,0,0,0
India,Bandhwari,1,1,1,1,1,16,6,0,0,0
India,Bandikui,2,2,2,1,1,8,15,0,0,0
India,Bangana,2,2,2,1,1,27.5,15,0,0,0
India,Banganapalle,3,2,3,1,1,25.666666666666668,50,0,0,0
India,Bangaon,121,95,122,0.976,1.0082644628099173,32.20661157024794,1011,0,0,0
India,Banka,6,5,6,1,1,117,74,0,0,0
India,Bankura,148,114,147,0.9671052631578947,0.9932432432432432,42.04054054054054,1102,0,0,0
India,Banmankhi,3,1,3,1,1,34.666666666666664,15,0,0,0
India,Bansda,4,4,4,1,1,38.25,29,0,0,0
India,Bansdih,2,1,2,1,1,0.5,11,0,0,0
India,Bansi,8,6,8,1,1,102.5,91,0,0,0
India,Banskopa,5,4,4,0.8,0.8,24.2,21,0,0,0
India,Banswada,1,1,1,1,1,79,6,0,0,0
India,Banswara,22,17,22,1,1,30.5,188,0,0,0
India,Bantwal,4,3,4,1,1,27.5,30,0,0,0
India,Bapatla,3,3,3,1,1,228.66666666666666,23,0,0,0
India,Bapouli,1,1,1,1,1,0,4,0,0,0
India,Bara Mohansingh,50,39,54,1,1.08,98,516,0,0,0
India,Barabanki,19,14,22,0.9166666666666666,1.1578947368421053,88.63157894736842,297,0,0,0
India,Barahiya,5,4,6,1,1.2,90.8,46,0,0,0
India,Baramalehara,1,1,1,1,1,2,10,0,0,0
India,Baramati,30,26,47,0.9791666666666666,1.5666666666666667,49.766666666666666,398,0,0,0
India,Baran,16,16,17,1,1.0625,23.875,118,0,0,0
India,Baranagar,57,52,57,0.9344262295081968,1,28.140350877192983,443,0,0,0
India,Barara,3,2,3,1,1,99,24,0,0,0
India,Barasat,8,8,8,1,1,79.375,82,0,0,0
India,Baraut,4,4,5,1,1.25,81.5,90,0,0,0
